Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile range,Quartile number,Suppression Flag
Ever had COVID,By State,Illinois,Illinois,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,53.7,50.3,57.1,50.3 - 57.1,53.2-54.5,2,
Ever had COVID,By State,Indiana,Indiana,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56.6,53.3,59.8,53.3 - 59.8,54.6-57.5,3,
Ever had COVID,By State,Iowa,Iowa,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,51.6,47.7,55.3,47.7 - 55.3,45.4-53.1,1,
Ever had COVID,By State,Kansas,Kansas,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56.7,52.3,61.1,52.3 - 61.1,54.6-57.5,3,
Ever had COVID,By State,Kentucky,Kentucky,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,60.9,55.9,65.6,55.9 - 65.6,57.6-63.5,4,
Ever had COVID,By State,Louisiana,Louisiana,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,55.4,50.9,59.9,50.9 - 59.9,54.6-57.5,3,
Ever had COVID,By State,Maine,Maine,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,58.8,53.4,64,53.4 - 64.0,57.6-63.5,4,
Ever had COVID,By State,Maryland,Maryland,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,54.1,50.4,57.8,50.4 - 57.8,53.2-54.5,2,
Ever had COVID,By State,Massachusetts,Massachusetts,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,62.3,59.4,65.2,59.4 - 65.2,57.6-63.5,4,
Ever had COVID,By State,Michigan,Michigan,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,54.2,51.6,56.8,51.6 - 56.8,53.2-54.5,2,
Ever had COVID,By State,Minnesota,Minnesota,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,55.2,51.2,59,51.2 - 59.0,54.6-57.5,3,
Ever had COVID,By State,Mississippi,Mississippi,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56.7,50.7,62.5,50.7 - 62.5,54.6-57.5,3,
Ever had COVID,By State,Missouri,Missouri,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,53.7,50.2,57.2,50.2 - 57.2,53.2-54.5,2,
Ever had COVID,By State,Montana,Montana,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,54.4,49.7,59.1,49.7 - 59.1,53.2-54.5,2,
Ever had COVID,By State,Nebraska,Nebraska,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,51.3,47.9,54.7,47.9 - 54.7,45.4-53.1,1,
Ever had COVID,By State,Nevada,Nevada,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,51.4,47.1,55.7,47.1 - 55.7,45.4-53.1,1,
Ever had COVID,By State,New Hampshire,New Hampshire,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,60.1,56.2,64,56.2 - 64.0,57.6-63.5,4,
Ever had COVID,By State,New Jersey,New Jersey,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,60.3,56.4,64.2,56.4 - 64.2,57.6-63.5,4,
Ever had COVID,By State,New Mexico,New Mexico,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,51.9,47.8,55.9,47.8 - 55.9,45.4-53.1,1,
Ever had COVID,By State,New York,New York,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,58,54,61.8,54.0 - 61.8,57.6-63.5,4,
Ever had COVID,By State,North Carolina,North Carolina,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,57.8,53.6,62,53.6 - 62.0,57.6-63.5,4,
Ever had COVID,By State,North Dakota,North Dakota,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,56.2,50.9,61.4,50.9 - 61.4,54.6-57.5,3,
Ever had COVID,By State,Ohio,Ohio,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,55.1,51,59.1,51.0 - 59.1,54.6-57.5,3,
Ever had COVID,By State,Oklahoma,Oklahoma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,54.2,50.2,58.1,50.2 - 58.1,53.2-54.5,2,
Ever had COVID,By State,Oregon,Oregon,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,49.6,46.7,52.5,46.7 - 52.5,45.4-53.1,1,
Ever had COVID,By State,Pennsylvania,Pennsylvania,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,53,49.2,56.8,49.2 - 56.8,45.4-53.1,1,
Ever had COVID,By State,Rhode Island,Rhode Island,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,59.3,53.8,64.7,53.8 - 64.7,57.6-63.5,4,
Ever had COVID,By State,South Carolina,South Carolina,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,53.8,50,57.5,50.0 - 57.5,53.2-54.5,2,
Ever had COVID,By State,South Dakota,South Dakota,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,59.2,54.5,63.7,54.5 - 63.7,57.6-63.5,4,
Ever had COVID,By State,Tennessee,Tennessee,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,53,49.5,56.5,49.5 - 56.5,45.4-53.1,1,
Ever had COVID,By State,Texas,Texas,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,53.5,50.2,56.7,50.2 - 56.7,53.2-54.5,2,
Ever had COVID,By State,Utah,Utah,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,57.5,54.4,60.6,54.4 - 60.6,54.6-57.5,3,
Ever had COVID,By State,Vermont,Vermont,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,63.5,57.3,69.4,57.3 - 69.4,57.6-63.5,4,
Ever had COVID,By State,Virginia,Virginia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,52,48.7,55.4,48.7 - 55.4,45.4-53.1,1,
Ever had COVID,By State,Washington,Washington,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,54.4,51.3,57.4,51.3 - 57.4,53.2-54.5,2,
Ever had COVID,By State,West Virginia,West Virginia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,54.7,48.9,60.3,48.9 - 60.3,54.6-57.5,3,
Ever had COVID,By State,Wisconsin,Wisconsin,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,52.3,47.9,56.6,47.9 - 56.6,45.4-53.1,1,
Ever had COVID,By State,Wyoming,Wyoming,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,49.2,45.1,53.3,45.1 - 53.3,45.4-53.1,1,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",National Estimate,United States,United States,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,80.7,78.5,82.7,78.5 - 82.7,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,18 - 29 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,79.1,69.5,86.7,69.5 - 86.7,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,30 - 39 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,77.5,72.3,82.1,72.3 - 82.1,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,40 - 49 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,83.6,79.7,87,79.7 - 87.0,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,50 - 59 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,79.3,74.1,83.8,74.1 - 83.8,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,60 - 69 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,80.5,76.4,84.2,76.4 - 84.2,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,70 - 79 years,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,81.8,75.7,87,75.7 - 87.0,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Age,United States,80 years and above,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,,,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Sex,United States,Male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,84.2,81.3,86.9,81.3 - 86.9,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Sex,United States,Female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,78.8,76.1,81.3,76.1 - 81.3,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Gender identity,United States,Cis-gender male,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,84,80.9,86.8,80.9 - 86.8,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Gender identity,United States,Cis-gender female,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,78.2,75.5,80.7,75.5 - 80.7,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Gender identity,United States,Transgender,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,,,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Sexual orientation,United States,Gay or lesbian,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,83.5,73.7,90.8,73.7 - 90.8,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Sexual orientation,United States,Straight,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,79.6,77.2,81.9,77.2 - 81.9,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Sexual orientation,United States,Bisexual,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,86.7,78,92.9,78.0 - 92.9,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,82.7,75.2,88.7,75.2 - 88.7,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,80,77.6,82.4,77.6 - 82.4,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,80.8,71.6,88,71.6 - 88.0,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,76.1,62.7,86.6,62.7 - 86.6,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,83.8,75.3,90.3,75.3 - 90.3,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Education,United States,Less than a high school diploma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,,,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Education,United States,High school diploma or GED,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,82.3,76.6,87.2,76.6 - 87.2,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Education,United States,Some college/Associate's degree,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,80.8,76.5,84.5,76.5 - 84.5,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Education,United States,Bachelor's degree or higher,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,77.4,74.6,80,74.6 - 80.0,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Disability status,United States,With disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,91.2,88.3,93.5,88.3 - 93.5,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By Disability status,United States,Without disability,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,75.1,71.8,78.1,71.8 - 78.1,,,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Alabama,Alabama,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,82.4,71.8,90.3,71.8 - 90.3,81.5-85.4,3,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Alaska,Alaska,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Arizona,Arizona,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,83.5,75.9,89.4,75.9 - 89.4,81.5-85.4,3,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Arkansas,Arkansas,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,California,California,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,82.1,69.8,90.9,69.8 - 90.9,81.5-85.4,3,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Colorado,Colorado,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Connecticut,Connecticut,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Delaware,Delaware,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,District of Columbia,District of Columbia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Florida,Florida,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,73.6,61.2,83.8,61.2 - 83.8,<=76.1,1,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Georgia,Georgia,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Hawaii,Hawaii,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Idaho,Idaho,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,76.9,65,86.3,65.0 - 86.3,76.2-81.4,2,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Illinois,Illinois,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,78,62.8,89.2,62.8 - 89.2,76.2-81.4,2,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Indiana,Indiana,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,85.2,75.5,92.1,75.5 - 92.1,81.5-85.4,3,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Iowa,Iowa,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Kansas,Kansas,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,84.3,73.1,92.1,73.1 - 92.1,81.5-85.4,3,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Kentucky,Kentucky,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Louisiana,Louisiana,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Maine,Maine,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Maryland,Maryland,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,79.3,67.7,88.1,67.7 - 88.1,76.2-81.4,2,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Massachusetts,Massachusetts,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Michigan,Michigan,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,77.3,67.1,85.6,67.1 - 85.6,76.2-81.4,2,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Minnesota,Minnesota,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,82.6,70.8,91.1,70.8 - 91.1,81.5-85.4,3,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Mississippi,Mississippi,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Missouri,Missouri,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,86,76.4,92.8,76.4 - 92.8,>=85.5,4,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Montana,Montana,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,80.6,68.6,89.5,68.6 - 89.5,76.2-81.4,2,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Nebraska,Nebraska,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,81.8,68.5,91.2,68.5 - 91.2,81.5-85.4,3,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Nevada,Nevada,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,76.1,61.1,87.5,61.1 - 87.5,<=76.1,1,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Hampshire,New Hampshire,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Jersey,New Jersey,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,79.4,68,88.2,68.0 - 88.2,76.2-81.4,2,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New Mexico,New Mexico,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,85.8,77.1,92.1,77.1 - 92.1,>=85.5,4,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,New York,New York,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,80.2,67,89.9,67.0 - 89.9,76.2-81.4,2,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,North Carolina,North Carolina,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,87.9,79.7,93.7,79.7 - 93.7,>=85.5,4,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,North Dakota,North Dakota,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Ohio,Ohio,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,80.3,68.7,89,68.7 - 89.0,76.2-81.4,2,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Oklahoma,Oklahoma,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,79,67.3,88.1,67.3 - 88.1,76.2-81.4,2,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Oregon,Oregon,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,85.7,74.9,93.1,74.9 - 93.1,>=85.5,4,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Pennsylvania,Pennsylvania,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,85.4,75.8,92.3,75.8 - 92.3,81.5-85.4,3,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Rhode Island,Rhode Island,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,South Carolina,South Carolina,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,84.9,75.1,91.9,75.1 - 91.9,81.5-85.4,3,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,South Dakota,South Dakota,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,78.8,65.5,88.8,65.5 - 88.8,76.2-81.4,2,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Tennessee,Tennessee,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,,,,,Estimate not reliable,-1,1
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Texas,Texas,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,75.8,64.2,85.2,64.2 - 85.2,<=76.1,1,
"Any activity limitations from long COVID, as a percentage of adults who currently have long COVID",By State,Utah,Utah,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,03/13/2023,74.3,62.2,84.2,62.2 - 84.2,<=76.1,1,
